"species","n_records","crop","countries","sites","sites2","abundance","temp.p90.kde","temp.p95.kde","temp.p99.kde","temp.max","prec.p01.kde","prec.p05.kde","prec.p10.kde","prec.min"
"Bryonia dioica",37,FALSE,8,19,37,0.000852363210564921,25.0244985384249,26.0258324464136,27.2334413735596,26.20000076,0.265676819067937,4.90157551431447,10.1237386300911,0
"Calystegia sepium",6,FALSE,4,5,6,6.42300856307398e-05,26.7520247637008,27.2433181800996,28.0698426530048,26.20000076,0.611083523175794,6.64623030785457,13.8427234732234,10.30000019
"Chamaenerion angustifolium",52,FALSE,10,27,52,0.00145551723687197,19.1950791220985,19.8233995402515,20.8278551134069,19.5,5.68017786309675,23.193688108632,39.2935984388687,24.60000038
"Parthenocissus quinquefolia",76,FALSE,15,46,76,0.00179940491631768,21.6746830251574,22.6268685946781,24.952498144196,25,12.400456035068,32.4882698965478,45.0379496176124,24.20000076
"Hydrangea quercifolia",19,FALSE,4,15,19,0.000803020510433357,21.0620625042586,21.5591658349567,22.4429546400013,20.89999962,3.32833680725423,15.0564318766375,25.1601827141672,28.39999962
"Solanum villosum",47,FALSE,10,24,47,0.00109537640993716,23.9012246097518,25.0813052655796,26.4122948957366,25.39999962,5.26139970705424,34.6740007059858,59.5223765899709,0
"Hydrangea longipes",2,FALSE,1,2,2,3.48377494878112e-05,20.3724531455516,20.7383798860115,21.4261360788725,19.20000076,56.4658865848973,73.5124895120016,82.5953635051857,115
"Bistorta amplexicaulis",17,FALSE,2,9,17,0.000231215744380135,19.6317789316453,20.0114369955934,20.7219929005468,19.10000038,48.2659221465857,65.6814427859123,74.969226206919,97
"Epilobium hirsutum",2,FALSE,1,1,2,1.7199007381912e-05,19.9674044188345,20.3553383810264,21.0818936323643,19.20000076,48.8515411299058,66.0563397278816,75.2467511382217,105.8000031
"Allium sphaerocephalon",3,FALSE,3,3,3,0.000191058737019472,23.8428812348138,24.36332313332,25.2157602447927,23.39999962,29.4998955455985,50.0177528694524,62.0263869463179,76.5
"Solanum americanum",8,FALSE,1,4,8,0.000183108243234072,20.0684409969883,20.4489738052808,21.1614500706084,19.10000038,44.2804405409416,62.0827560127366,71.6173633967874,97
"Sorbaria sorbifolia",5,FALSE,4,5,5,0.00018341347107933,19.1559589886858,20.0551520415004,21.3518371779257,20.5,23.9882330599791,44.5005326862392,55.4511007749816,52
"Eschscholzia californica",13,FALSE,5,11,13,0.000112486034718984,22.4884840087141,23.1750996012486,24.1628461197537,22.60000038,5.6442233664835,19.9703299284607,30.7983326160537,39.40000153
"Allium nutans",3,FALSE,2,3,3,6.46258316360367e-05,19.4051352950688,19.7730363917762,20.4622605544288,18.30000114,47.7378822497906,65.5233658699639,75.1097495513927,101.8000031
"Aralia elata",10,FALSE,4,9,10,0.000215452254837507,20.8362371364308,21.2608075179042,22.0235535760246,20,36.7439613894069,55.2698817178503,65.1343652505888,82.09999847
"Begonia spc",4,FALSE,3,3,4,9.80228951814288e-05,19.9616792067288,20.7120791435426,21.8275142886896,20.5,19.6589309292396,46.436620112688,66.08643325257,52
"Ranunculus polyanthemos",11,FALSE,3,8,11,0.000175422485571529,17.7930934844522,18.2752181068522,19.2127375830143,18.30000114,17.4810428033512,39.3968245794008,51.8332673334336,39.40000153
"Clusia spc",38,FALSE,14,27,38,0.000608155654605014,23.4479598141584,26.7895501865971,28.4079508065607,27.39999962,0.0867814807605073,4.14300887079673,8.89297859335013,4.900000095
"Cistus creticus",67,FALSE,6,20,67,0.00548139933420419,26.3563424353947,27.4384321108465,29.0649726141224,28.5,0.400000006,2.48680894938173,5.7853293851449,0.400000006
"Trigonella caerulea",2,FALSE,1,2,2,1.81576389189817e-05,22.3454882015707,22.7263305315478,23.4414920499126,21.5,18.2755517480262,36.8626058022042,47.3761844836227,63.5
"Anthriscus cerefolium",21,FALSE,4,17,21,0.00182201864254009,18.0369028727519,18.4304040057274,19.1583184562435,17.30000114,7.5785814245757,22.5031755465646,32.0044258301976,22.89999962
"Tripleurospermum tenuifolium",1,FALSE,1,1,1,3.36159725993066e-05,24.2270432412787,24.5914892018357,25.2750177738839,23,3.35922796418118,13.4954215770299,20.9939936152882,51.20000076
"Trifolium michelianum",3,FALSE,1,2,3,8.16340298173199e-05,22.1079498289249,22.5806266727021,23.390762547905,21.5,10.9011938043253,25.958519678362,34.8135586000477,63.5
"Trifolium nigrescens",42,FALSE,5,23,42,0.00091618991905724,21.1835149143409,21.9901615477997,23.2363656892828,23.30000114,14.2699015306274,33.0327145575664,44.1706493762377,34.60000229
"Plantago coronopus",51,FALSE,6,21,51,0.0021136803602238,27.0293056175622,27.7109071488882,28.8227051832815,27.70000076,0,2.88139822230727,6.55246573456779,0
"Viola tricolor",29,FALSE,10,20,29,0.000447000695508192,19.1167466072917,20.2629805918215,22.2306247468581,22.70000076,35.4073563063933,64.2549704241807,81.6376526596331,59.20000076
"Poa trivialis",2,FALSE,2,2,2,1.37391700409112e-05,21.7734280468474,22.1786501990392,22.9136076681207,20.80000114,0.81848365748453,6.8536877815543,12.8761038721836,30.30000114
"Punica granatum",68,FALSE,8,33,68,0.00234967274393541,25.8917685033514,26.7073881066587,29.1253335852882,30.10000038,0.100000001,2.6699173979485,6.08777954199273,0.100000001
"Trifolium suffocatum",2,FALSE,2,2,2,2.34383746243678e-05,22.0980358125473,22.5809158129855,23.3987288230577,21.5,2.23204325276127,11.0248950699008,18.2795313633855,41
"Sisymbrium orientale",9,FALSE,3,6,9,0.000290261369363306,25.1878133954876,25.721555097471,26.5983517347425,24.89999962,6.70344953866238,20.91572452188,30.2045256905073,31.89999962
"Morus alba",26,FALSE,5,21,26,0.00059279923984514,17.7558395984461,18.1811126642547,18.9619087798574,17.5,6.45352630030851,21.0941773392811,30.9742144553723,22.89999962
"Allium spc",22,FALSE,7,13,22,0.00117658035012673,28.1744195134443,28.8704090994824,29.8841210020565,28.5,2.299999952,3.47098563480423,7.51089588477828,2.299999952
"Acer tataricum",11,FALSE,3,9,11,0.000317152452486523,18.1689231962042,18.573754886739,19.3239359190873,17.39999962,3.79976103865772,16.1309032396575,26.4009069561875,36
"Tilia tomentosa",26,FALSE,5,20,26,0.000397641646678764,24.2737845240383,24.9559615342517,26.0137834533765,24.80000114,4.50530709558433,18.1072858785528,28.7156296003079,24.39999962
"Medicago sativa",29,FALSE,8,22,29,0.000953605630779699,26.9008835694227,27.4700551871401,28.4305238763148,27.5,0.202375335484489,4.7241570663171,10.0690725666924,0.300000012
"Vitis vinifera",67,TRUE,12,51,67,0.00154122857455901,22.5557546185422,23.943774979613,25.4809783060524,24.5,1.8392226282693,11.0303584092102,19.9003504332919,4.900000095
"Rubus praecox",15,FALSE,2,9,15,0.000134590602791184,24.4856037741142,25.5476342144912,26.962177117515,26.20000076,9.23226137126081,31.7367440788041,47.9533100600465,19.89999962
"Juglans regia",18,TRUE,5,15,18,0.000394346928880988,18.605179800113,19.944441003801,24.6914578785131,24.70000076,9.57425349099712,28.004782355528,40.489384741761,32.90000153
"Reseda luteola",9,FALSE,5,5,9,0.000352222062279434,25.7366071338511,26.2322372199827,27.0696023345628,25.39999962,0.774990456412414,6.9633896157973,13.4181709143943,4.5
"Symphytum ottomanum",2,FALSE,1,1,2,3.93656599056294e-05,16.5259843334708,16.8894860420173,17.5738603110565,15.30000019,66.6163724681775,83.6588105108947,92.75022107474,125.3000031
"Trifolium scabrum",3,FALSE,1,1,3,2.41250649265457e-05,25.2412174276143,25.6732932219562,26.4355277460318,24.39999962,4.58392866801244,17.0185298824158,26.3158072489443,46.90000153
"Sanguisorba minor",20,FALSE,7,16,20,0.000335889679792823,19.7344912634813,20.9769119888596,22.6230084787212,21.70000076,12.4184683870228,29.443534784149,39.4669060753771,51.10000229
"Ornithogalum montanum",2,FALSE,1,2,2,1.80803452553249e-05,18.155722192861,18.5239704808392,19.2173477884849,17.10000038,16.242871069195,33.5662023930389,43.654752112406,68.70000458
"Chondrilla ramosissima",40,FALSE,6,24,40,0.00177988738863359,29.8206543183472,30.7051105634201,31.8075761293576,30.5,0,1.38968466659471,3.71163385835953,0
"Cannabis sativa",45,TRUE,9,23,45,0.00108893239327758,25.3281802371756,25.8764661326366,26.8123587781939,25.89999962,4.07575619960006,17.8106550602415,28.9247103861064,13.69999981
"Onopordum acanthium",18,FALSE,3,13,18,0.000484268813740066,24.3761031685496,25.0331939237987,26.0116892023014,24.80000114,5.70888742284949,20.7739740154735,31.2980935692358,24.30000114
"Loranthus europaeus",13,FALSE,7,13,13,0.000811914878433689,18.7706589281536,19.2373861874979,20.0539776478719,18.30000114,16.3510431273397,34.683576348369,45.6265905663348,54.70000076
"Tribulus terrestris",41,FALSE,8,23,41,0.00142840719671481,30.3765992325245,31.0136572363367,31.9836565037852,30.5,0.100000001,1.53760577126502,3.99274370111921,0.100000001
"Parthenocissus spc",57,FALSE,11,40,57,0.00164105928177756,22.2426735728051,23.3451869417194,25.0948604226968,25.60000038,6.51881139086699,22.6655243210287,33.9791111722509,23.10000038
"Verbascum sinuatum",27,FALSE,2,11,27,0.000731627365855218,27.7974641503891,28.2935714397534,29.1818806897119,27.70000076,1.800000072,2.0654985069015,4.94117143945105,1.800000072
"Crepis setosa",42,FALSE,10,30,42,0.000926610943712819,24.5923314919407,25.0884267176763,25.9515538855398,24.89999962,13.3388091093867,33.4189374653502,45.3646269131462,10.5
"Centaurea solstitialis",23,FALSE,5,12,23,0.00106112797091338,26.7600435218134,27.2142423457892,28.0201793224753,26.20000076,0.300000012,2.04342686483932,4.94159508593395,0.300000012
"Rubus sanctus",70,FALSE,3,18,70,0.00195707212712648,27.329205298321,27.8521215069172,28.7752664880893,27.70000076,0.300000012,3.04989339069298,6.79922683190648,0.300000012
"Trifolium pallidum",20,FALSE,4,10,20,0.00134230321797649,23.7785387851584,24.4739168715506,25.6213328049965,25.39999962,3.73631620063415,17.8009211562537,30.0669292588587,11.10000038
"Trifolium squamosum",45,FALSE,5,20,45,0.0023930030906173,25.4048747675499,25.9956181608481,26.9464429030859,26,1.10499273003615,8.28448259868837,15.7549682069202,10.5
"Potentilla astracanica",4,FALSE,2,4,4,2.60865466834007e-05,22.5891788857741,23.0089203236844,23.7712094201307,21.89999962,12.8554263747336,29.0833542825734,38.5662180289485,63.5
"Astragalus sesameus",4,FALSE,1,3,4,0.000182283384061375,19.6072616611684,21.8246484470985,23.1199194750256,21.89999962,47.1811487816644,72.498997936615,85.8275183601242,80.30000305
"Verbascum nigrum",57,FALSE,8,21,57,0.0013148961210274,26.7362022991066,27.6833024336145,28.9005595866733,27.70000076,0.577823586699418,6.11590219861739,12.0117753902394,1.100000024
"Rhinanthus minor",5,FALSE,3,5,5,0.000261657544131285,20.7075098485875,21.1780061843835,21.9877229280985,20.10000038,1.51856007326204,9.92648307635853,18.6994365511371,23.70000076
"Paeonia tenuifolia",3,FALSE,2,2,3,0.000123807295046868,18.3507090842231,18.722280553651,19.4189514378801,17.30000114,0.522191039757343,5.77916138460384,11.2300161993983,22.89999962
"Geranium pyrenaicum",2,FALSE,2,2,2,4.87997235362097e-05,20.0777187302531,20.5883632361578,21.4345884841264,19.60000038,1.53600172227851,9.1759615738506,16.015933493588,29.80000114
"Crataegus pentagyna",3,FALSE,2,3,3,6.54718950008745e-05,18.3089163722137,18.7036061681648,19.4331214458468,17.39999962,1.97027192757767,10.4420668805638,17.7397152570801,36
"Smyrnium rotundifolium",2,FALSE,1,1,2,0.000153453230651664,17.7248307902342,18.0891836761764,18.7719650966808,16.5,22.5609548591015,39.2086436323459,48.2319912064223,80.70000458
"Filipendula vulgaris",47,FALSE,9,31,47,0.0019318411263247,21.7159351984997,23.0741544115485,24.6609699677072,24.39999962,15.6628333298431,37.0328378375158,50.3048222339156,32.40000153
"Verbascum phlomoides",18,FALSE,2,9,18,0.000257563768550743,26.2579289209328,26.8308587617724,27.7622742915856,26.30000114,0.542139495851852,5.95127024275639,11.6823476062166,10.90000057
"Silybum marianum",18,FALSE,6,12,18,0.000484911365287074,25.4993790113874,26.1259999385236,27.088443451486,25.5,1.01319242534202,7.83057732796582,14.7262311213382,1.300000072
"Sambucus ebulus",17,FALSE,5,12,17,0.000287361070259922,25.1136170107558,26.0205842290138,27.2932350142647,26.30000114,1.08139865811221,7.9606298476255,14.7884848027758,10.30000019
"Rubus canescens x Rubus crispomarginatus",1,FALSE,1,1,1,8.11038712150249e-06,22.5262959786796,22.8896910870382,23.5746956737655,21.30000114,44.0549982704508,61.0767228752572,70.1620719338657,102.7000046
"Cerinthe minor",10,FALSE,5,6,10,0.000391339963078561,24.1128451021282,25.0770611800521,26.2586046283854,25.10000038,3.87377405498707,16.4944179593974,26.3049729111078,19.10000038
"Orlaya grandiflora",13,FALSE,3,7,13,0.000859754745468447,23.1900452821498,23.9581552497725,25.2831889850486,24.39999962,13.8768360085578,31.2123038451619,41.2425894047234,46.90000153
"Lapsana communis",4,FALSE,3,4,4,3.79430324866485e-05,19.9118230593805,20.3641067226458,21.1536049084766,19.20000076,38.4375122960783,57.9496388099344,68.9876460675335,89
"Veronica austriaca",1,FALSE,1,1,1,7.76244455396747e-06,16.5259843334708,16.8894860420173,17.5738603110566,15.30000019,66.6163724681775,83.6588105108947,92.75022107474,125.3000031
"Paliurus spina-christi",23,FALSE,4,15,23,0.00115872416604072,22.548365597906,22.9791338002196,23.8803467603991,25.89999962,4.30229481015072,19.6933044551675,32.411001899833,11.10000038
"Vicia villosa",15,FALSE,7,12,15,0.000376821887610451,21.4374227598365,22.2314642887112,23.5765699278005,22.80000114,1.32699738111883,8.86127875471288,16.2332367733054,22.70000076
"Dasypyrum villosum",3,FALSE,2,3,3,2.57732725776291e-05,24.5573305306589,24.9848114260762,25.7435813715215,23.70000076,1.32052306244875,8.44282164200103,14.9665032833869,30.30000114
"Verbascum lychnitis",11,FALSE,1,4,11,0.000329185543135802,26.6166732743008,27.1081580600145,27.9428595563236,26.20000076,0.0758702834194061,3.89483614420464,8.02114513811317,19.89999962
"Convolvulus holosericeus",1,FALSE,1,1,1,1.49266318097487e-05,22.6269572047363,22.9910697311399,23.6751457839568,21.39999962,16.5151588889906,32.6058374478225,41.5448462758831,73.90000153
"Echium italicum",24,FALSE,4,14,24,0.00137465111103166,26.9283066531164,27.5415979731149,28.547638112493,27.70000076,0.114994147997633,4.17593674717103,8.73065534001659,4.400000095
"Ballota nigra",25,FALSE,3,12,25,0.000591654102338735,25.2439342400842,25.6934752528148,26.5183531751671,25.39999962,8.48981058418275,25.9308931649677,37.228493622224,27.20000076
"Chaerophyllum aureum",5,FALSE,3,5,5,0.000243028992067048,20.4671296680505,21.3407994777647,24.5577972446588,24.70000076,5.19804262689683,21.2933326272671,35.9978348586618,31.30000114
"Trifolium setiferum",3,FALSE,2,2,3,0.000129207594421653,26.6068287614761,26.9739521298976,27.661319488665,25.39999962,0.286111595422143,4.71092343977403,9.27902260141412,31.60000038
"Capsicum annuum",18,TRUE,5,10,18,0.00045318795169717,27.6379121279421,28.4730746095681,29.6612591248999,28.5,0.100000001,2.20069390379181,5.2268161411685,0.100000001
"Erigeron annuus",26,FALSE,4,16,26,0.000546926877838897,24.2296680818796,24.878540514449,25.9004606295413,24.70000076,24.2379911938298,42.67579511359,52.6685151282846,56.90000153
"Verbascum blattaria",12,FALSE,4,7,12,0.000381553887307644,27.192734795959,27.6704790497505,28.508225294213,27.10000038,0.272835550688766,4.96294426469288,10.3282944747944,1.800000072
"Galium mollugo",5,FALSE,2,3,5,0.000100402803620968,24.6444482564321,25.1085072643623,25.912748673196,24,14.3414173208226,32.8105468021448,43.8206135076997,57
"Trifolium bocconei",4,FALSE,2,2,4,0.000178881864382429,27.2924483350586,27.6771827274789,28.3870492614438,26.20000076,11.10000038,2.51904074448114,5.73872333949427,11.10000038
"Onopordum illyricum",6,FALSE,2,4,6,0.000121662588912395,22.864007999821,23.7436718432044,25.0939260436695,24,2.51906473326105,12.3167844258243,20.6803747781727,30.30000114
"Securigera varia",15,FALSE,6,12,15,0.000347714441779743,23.926729867947,24.9446100150193,26.148777889596,24.89999962,3.62109999171245,16.825818652713,28.6819567235806,19.10000038
"Galium humifusum",6,FALSE,2,4,6,0.000229687114915494,25.8414171740152,26.3368790411818,27.2178259472538,25.89999962,2.84435084656069,13.0606155970396,21.1629764960987,15.5
"Trifolium heldreichianum",2,FALSE,1,1,2,2.24325949065594e-05,20.5711445642558,20.9616528606818,21.6766965625002,19.5,1.55471549617257,9.13826344775453,15.8959473929114,39.20000076
"Agrimonia eupatoria",49,FALSE,7,25,49,0.00081870603206263,25.0157569779373,25.6580443435528,26.7260133351972,25.60000038,3.79555789413163,16.5935052458854,27.2156516581436,19.10000038
"Ononis spinosa",25,FALSE,7,15,25,0.0018890587252417,25.5945491544582,26.1148827937586,27.0614418743613,25.89999962,3.57532133180581,17.0066789636701,28.4299359544875,7.099999905
"Sanicula europaea",1,FALSE,1,1,1,2.73779637377964e-05,16.5259843334708,16.8894860420173,17.5738603110565,15.30000019,66.6163724681775,83.6588105108947,92.75022107474,125.3000031
"Chaerophyllum bulbosum",2,FALSE,2,2,2,4.95762120282171e-05,23.5394604622882,24.0351385951434,24.8646304914004,23,3.992627421954,14.8447845848528,22.5912537945466,51.20000076
"Physospermum cornubiense",2,FALSE,2,2,2,9.56209941048286e-05,24.6910248602912,25.0621631517512,25.7525962225679,23.5,22.60000038,2.98180386294513,6.50612310919811,22.60000038
"Trifolium micranthum",4,FALSE,3,3,4,3.74302958065454e-05,21.27465179957,21.719914736969,22.5132746942155,20.70000076,60.5811066715668,79.3945546970742,89.7663086711926,111.2000046
"Portulaca oleracea",81,FALSE,11,38,81,0.00181609302408312,28.3199891849262,29.7796101545113,31.4224763110621,30.5,0,2.30879713446936,5.48134699877307,0
"Amaranthus hybridus",24,FALSE,7,15,24,0.000551070815582989,29.9480701467922,30.8030654817052,31.8864138870793,30.5,0.100000001,1.58172080418138,4.09555418455994,0.100000001
"Telekia speciosa",1,FALSE,1,1,1,3.72201257861635e-05,20.7287938058706,21.0939241666851,21.7779747314702,19.5,0.980565697716722,7.13889564315662,12.8544156546739,39.20000076
"Eryngium campestre",45,FALSE,8,25,45,0.00131573819080891,26.7733596729848,27.4428626162014,28.4885378062892,27.20000076,0.300000012,1.97526825620242,4.88216695602566,0.300000012
"Carthamus lanatus",23,FALSE,4,14,23,0.000907509098141625,29.2362821118301,30.1189434341046,31.3630632710624,30.5,0.100000001,1.14633076449323,3.23558037664384,0.100000001
"Berteroa incana",34,FALSE,10,25,34,0.000598206563671291,23.703466096521,25.1238561172984,26.6042173274342,25.70000076,5.71387840032108,20.9343946369929,32.5881221606469,26.30000114
"Gaillardia pulchella",3,FALSE,2,3,3,5.32996180282769e-05,25.894840176391,26.2799406058652,26.9901480949345,24.80000114,1.65176278998809,9.56497167230165,16.5623382683569,22
"Inula salicina",5,FALSE,3,4,5,0.000104899128324997,24.6051693544307,27.248123935753,28.7680494533562,27.70000076,3.13564882431624,15.1770513561634,25.2011684451651,1.100000024
"Silphium perfoliatum",14,FALSE,3,7,14,0.000321250506815532,22.3209062396964,23.1135108389737,24.3375352970079,23.20000076,9.77274671823452,40.0370632011949,65.7381212054132,19.10000038
"Galega officinalis",31,FALSE,7,18,31,0.00221971433053763,25.9152512539847,26.758394459413,28.0765338382863,27.10000038,0.41720226943967,5.57212781410619,11.3378710258854,1.800000072
"Lavandula angustifolia",4,FALSE,2,3,4,0.000246687374408473,25.1408652656557,25.6838601095192,26.5612071194536,24.80000114,9.68456612267503,26.575997047851,36.8381936831497,30.30000114
"Datura stramonium",22,FALSE,8,15,22,0.000358086364292488,25.8983077729164,26.3915299050585,27.2512833149822,25.70000076,0.523335891942678,6.07877123894866,12.3184963790541,3.700000048
"Daucus guttatus",6,FALSE,4,4,6,0.000130225274506605,25.3412047318067,25.7261448198132,26.4511955093097,24.60000038,2.11058561943864,11.0012989388776,18.5752138708998,24.20000076
"Lactuca sativa",12,TRUE,7,11,12,0.000250350918505057,30.9089324392746,31.4293946123595,32.2833765822001,30.5,0.100000001,3.13884856653981,7.18339464582825,0.100000001
"Artemisia absinthium",3,FALSE,2,2,3,4.87166019676168e-05,25.781051246091,26.2553920336015,27.1288656171853,25.60000038,1.91743608930491,10.9262125794376,19.0311118363341,13.69999981
"Digitaria sanguinalis",3,FALSE,2,3,3,8.04485552518179e-05,26.8647358006111,27.2583703508573,27.9860046208017,25.89999962,0.100000001,1.31146867741701,3.56494240545513,0.100000001
"Caprifoliaceae spc",43,FALSE,4,23,43,0.00177415063733395,27.0482397962418,27.586937664164,28.5255080825558,27.20000076,2.799999952,3.1606148918252,6.935890117914,2.799999952
"Atriplex tatarica",11,FALSE,4,7,11,0.000524194379988212,26.9905343077534,27.4304544009993,28.2517465639022,27,13.69999981,2.88334903377634,6.39031220861447,13.69999981
"Xanthium strumarium",49,FALSE,8,34,49,0.00208405395257082,26.5748501187422,27.1074981102151,28.0779546792825,27.20000076,0.101984762779229,4.1200483301821,8.63510202736245,0.699999988
"Solanum melongena",1,TRUE,1,1,1,3.04069844349398e-05,26.3280017648574,26.6929600287288,27.376404865716,25.10000038,16,1.82315000582242,4.46276289045078,16
"Cirsium bulgaricum",2,FALSE,1,1,2,0.000119552127862146,20.5262322870546,20.889675361849,21.5745005786748,19.30000114,26.10000038,3.34156630713544,7.08617128208862,26.10000038
"Symphyotrichum ericoides",1,FALSE,1,1,1,1.6022984695287e-05,25.9278073851274,26.2918195165389,26.9772273230466,24.70000076,0.357135271684755,4.98126409166148,9.69156038210315,32.90000153
"Lotus ornithopodioides",1,FALSE,1,1,1,2.81534157146188e-05,18.728861656543,19.0940892871855,19.7780325386543,17.5,93.9199248575868,110.959688015605,120.049472659023,152.6000061
"Quercus coccifera",76,FALSE,9,43,76,0.0047673627213513,26.1605220774832,27.9917657591973,29.5458547579769,29.5,0.962868359154831,7.86574144168827,15.2428339198525,2.100000143
"Tamarix africana",1,FALSE,1,1,1,1.26486360456983e-05,18.728861656543,19.0940892871855,19.7780325386543,17.5,93.9199248575868,110.959688015605,120.049472659023,152.6000061
"Oxalis articulata",1,FALSE,1,1,1,1.64373979948706e-05,18.728861656543,19.0940892871855,19.7780325386543,17.5,93.9199248575868,110.959688015605,120.049472659023,152.6000061
"Cistus monspeliensis",15,FALSE,3,5,15,0.000676522108910927,27.5145225350318,28.4421045480778,29.5867537808566,28.5,0.197707648625806,4.62188353229066,9.68360948872822,2.299999952
"Tamarix gallica",5,FALSE,3,4,5,0.000144222143167159,20.6339540821512,21.1449073201758,22.1237123888547,20.89999962,12.5,2.62017868437982,5.99814147859236,12.5
"Tamarix parviflora",1,FALSE,1,1,1,9.88590435995565e-06,17.326728477541,17.6906136080428,18.3750185472326,16.10000038,83.6209358335096,100.6721110715,109.757578369699,142.3000031
"Crepis vesicaria",13,FALSE,6,10,13,0.000381723817239328,18.5849087087765,19.3533354614863,22.3924692196833,22.60000038,2.32260793874188,11.774266526776,19.9833006806658,23.30000114
"Veronica chamaedrys",15,FALSE,6,13,15,0.000399638043257037,15.2905359630849,16.7831446306605,18.180074384799,17.20000076,1.87452087719738,11.3111975079776,20.92810594925,16.39999962
"Rubus sulcatus",46,FALSE,4,19,46,0.000904535046825867,24.8764539230504,25.4185137769466,26.3701511301594,25.70000076,1.02565711758208,7.9833668445421,15.243782291794,10.5
"Laburnum anagyroides",6,FALSE,3,6,6,9.08455634236884e-05,18.3265958106038,18.8255059342938,19.6589952226693,17.80000114,4.37542837565806,16.5753180199955,25.7305777505518,44.40000153
"Eucalyptus camaldulensis",46,FALSE,5,20,46,0.00239255567163985,28.3886494607163,29.5657775092067,30.9292119672952,30.10000038,0,1.70849670187577,4.31463840913328,0
"Crepis sancta",8,FALSE,3,6,8,0.000100429289093242,18.2550079026442,18.6503969937103,19.3768635143522,17.5,17.0781336978797,34.9941081472069,45.267466464176,56.70000076
"Myrtus communis",40,FALSE,6,18,40,0.00320859567574599,29.5145362518033,30.320401767992,31.4373543197407,30.10000038,0.100000001,2.7600219230853,6.37624670687543,0.100000001
"Ligustrum lucidum",13,FALSE,3,10,13,0.000437155736923523,26.4801908439732,27.4020211236287,28.554676016214,27.30000114,1.30529776666339,10.035382325491,20.8995213902585,0.100000001
"Clematis recta",18,FALSE,5,9,18,0.00118595451548527,26.2450109444644,26.7503978920053,27.6584555360996,26.70000076,2.27635258717161,12.2310011864475,21.1162956623126,3.799999952
"Rorippa palustris",13,FALSE,6,11,13,0.000569516661349994,19.8105690680154,20.4931078207577,24.2352807111823,24,5.31004114888163,18.268915727626,27.3996855190252,35
"Asparagus spc",39,FALSE,6,21,39,0.00266926545567313,28.0957265166712,28.536395566257,29.3190070242241,27.39999962,0.100000001,1.77220095364842,4.4968926685319,0.100000001
"Oenanthe fistulosa",3,FALSE,1,1,3,0.000120413915239873,21.9585908680321,22.3873593837557,23.1458341552262,21.10000038,22.211969469688,40.5864074510994,51.1488395766998,74.40000153
"Ecballium elaterium",44,FALSE,4,13,44,0.00299393515657889,30.3271215642044,30.9145676711655,31.8785972632715,30.5,0.100000001,0.979263312899062,2.9302792656082,0.100000001
"Vitis cinerea",9,FALSE,3,8,9,0.000122086684136437,25.4232670020758,25.8363778046281,26.5837385598707,24.5,4.900000095,1.70614151850538,4.33962849707414,4.900000095
"Plantago spc",69,FALSE,8,35,69,0.000605756096697379,22.8783806112866,23.6764311553363,25.4292147532747,25.60000038,21.9770555210636,46.9841461301647,61.9602553850132,36.29999924
"Senecio nemorensis",9,FALSE,5,6,9,0.000290514612590909,20.9053492272515,21.3685555547296,22.1897965410111,20.39999962,43.4109251379954,66.1514387704287,78.7263411843658,75.5
"Cardamine flexuosa",4,FALSE,3,3,4,2.04391986637582e-05,14.7745035086828,15.1459881588692,15.8429572192227,13.69999981,3.26857567602349,13.5958156179818,21.5064938756397,46.79999924
"Lamium purpureum",2,FALSE,2,2,2,1.67775461090334e-05,16.446746931959,17.051543769187,17.975525540071,16.30000114,104.367151685546,123.550043345046,133.795520246179,150.4000092
"Leontodon saxatilis",20,FALSE,6,13,20,0.000292983962582935,24.1752500358423,24.7592190381131,25.7513087030468,24.70000076,11.4157661412485,29.5099101679296,41.004495749786,44.29999924
"Reseda alba",20,FALSE,4,8,20,0.000562632359769309,25.5391377843975,26.6774855884555,27.8855940260791,26.60000038,1.63783150153976,10.2447790916404,18.5374712819556,3.200000048
"Asphodelus aestivus",3,FALSE,2,2,3,5.61256564881588e-05,27.6976081536292,28.1285369832012,28.8914388832322,26.89999962,0.100000001,2.78104020044713,6.61345649391843,0.100000001
"Festuca spc",1,FALSE,1,1,1,2.03816643714342e-05,17.6272581135849,17.9927942422162,18.6742056818164,16.39999962,91.0227748425461,108.061688411642,117.151706383713,149.6999969
"Reichardia picroides",1,FALSE,1,1,1,4.5082437863998e-05,26.0287834868945,26.3932139251636,27.0790694050033,24.80000114,91.8253068315655,108.868415426892,117.954445032221,150.5
"Lamium galeobdolon",3,FALSE,2,2,3,8.89438045744032e-05,18.8359869431227,19.2294278238502,19.9491528809771,17.80000114,3.54476108830405,16.2776127625805,28.1083505430579,31.89999962
"Bituminaria bituminosa",14,FALSE,3,6,14,0.000299106364606171,23.7002708448756,24.725842217076,25.9239176411577,25.10000038,4.900000095,1.9533913558039,4.75979235211293,4.900000095
"Fontanesia phillyreoides",1,FALSE,1,1,1,8.11827956989247e-06,17.1279161069943,17.4915388314984,18.1778791334939,15.90000057,100.230310670899,117.27811369674,126.363018452981,158.9000092
"Rhamnus saxatilis",1,FALSE,1,1,1,4.87675525824143e-05,19.0260524872445,19.3911946388994,20.0736637300946,17.80000114,69.3146575599278,86.3607733422881,95.448279129664,128
